,CDSID,Invoice_count,Total_MWh,Revenue,Cost,Total_margin,Margin,Margin_per_invoice,MWh_per_invoice,State,Zip,dwelling_type,homeowner_probability_model,home_swimming_pool,home_air_conditioning,home_heating_system,home_sewer,home_water,census_median_home_value,census_median_hh_income,Home_Year_Built,Home_Purchase_Price_Code,Home_Purchase_Year,Home_Est_Current_Value_Code,density,property_home_square_footage,property_land_square_footage,gender,dob_yr,marital_status,occupation_group,education_of_person,length_of_residence_code,number_of_persons_in_unit,single_parent,estimated_income_code,household_net_worth,Secondary_Address_Present,presence_of_children,number_of_children,number_of_adults,consumer_electronics,computer_owner,cooking_enthusiast,Pets_Multi,gardening,home_decor_enthusiast,home_improvement_grouping,outdoor_enthusiast,Travel_Grouping,medIncome,avgIncome,percapIncome,highIncomePct
86,158885399,32,28.3,1679.14,1538.26,140.88,Positive,4.4,0.88,OH,45432,S,H,,A,G,3,3,1674,882,1993,4,2001,J,3820,2600.0,24000.0,M,1955,M,Z,,15,5,,Q,H,N,Y,2.0,3,3.0,Y,Y,,,Y,Y,Y,,60414.0,76267.0,33265.0,0.043
87,158488624,25,62.7,3144.46,2658.83,485.63,Positive,19.43,2.51,OH,45432,S,H,,A,O,3,0,1074,882,1941,2,2005,E,792,2000.0,13000.0,F,1974,M,B,B,12,9,Y,O,C,N,Y,8.0,2,2.0,Y,Y,Y,,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
88,158570243,29,106.2,5161.55,5549.76,-388.21,Negative,-13.39,3.66,OH,45305,S,H,,A,G,3,3,2286,1263,2000,0,2006,R,131,9900.0,218000.0,F,1964,M,Z,,2,8,,S,I,N,Y,5.0,3,1.0,Y,Y,,Y,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
89,160781463,23,26.9,1306.12,1497.31,-191.19,Negative,-8.31,1.17,OH,45305,S,H,,A,G,3,3,2286,1263,1997,4,2015,K,4837,2700.0,15000.0,F,1987,M,Z,,2,1,,R,H,N,N,0.0,1,1.0,Y,Y,Y,,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
90,160649256,23,22.7,1103.88,1268.18,-164.3,Negative,-7.14,0.99,OH,45305,S,H,,A,G,3,3,2286,1263,1998,4,1998,M,4837,,,F,1961,M,A,B,15,8,,S,H,N,Y,4.0,4,3.0,Y,Y,,,,Y,Y,Y,93152.0,118763.0,48075.0,0.14
91,372541273,23,22.5,1093.39,1251.95,-158.56,Negative,-6.89,0.98,OH,45305,S,H,,A,G,0,0,2262,1263,1994,6,2004,N,452,4200.0,100000.0,M,1964,M,Z,C,13,8,,Q,I,N,Y,3.0,5,3.0,Y,Y,Y,Y,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
92,159880216,28,17.1,829.74,967.95,-138.21,Negative,-4.94,0.61,OH,45305,S,H,,A,G,3,3,2286,1263,1998,4,2009,J,7595,2100.0,12000.0,M,1961,M,A,C,15,8,,R,G,N,Y,4.0,4,3.0,Y,Y,,Y,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
93,160790032,23,29.1,1414.83,1551.75,-136.92,Negative,-5.95,1.27,OH,45305,S,H,,A,G,3,3,2286,1263,2001,5,2001,M,4837,3300.0,14000.0,F,1960,M,A,C,15,4,,R,I,N,Y,,4,3.0,Y,Y,,,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
94,160465940,28,33.7,1637.15,1767.02,-129.87,Negative,-4.64,1.2,OH,45305,S,H,,,E,4,4,2286,1263,2002,5,2002,M,78,2800.0,349000.0,M,1951,M,Z,A,15,4,,S,I,N,Y,2.0,2,2.0,,Y,,Y,Y,Y,,Y,93152.0,118763.0,48075.0,0.14
95,326453297,27,96.7,4701.27,4821.88,-120.61,Negative,-4.47,3.58,OH,45305,S,H,,A,G,3,3,2286,1263,2009,4,2000,R,131,4200.0,914000.0,M,1956,M,D,C,15,4,Y,P,H,N,Y,,4,2.0,Y,Y,Y,Y,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
96,157902688,23,32.8,1593.96,1714.12,-120.16,Negative,-5.22,1.43,OH,45305,S,H,,A,G,3,3,1378,910,1995,4,1996,J,1007,2700.0,10000.0,F,1960,M,Z,A,15,8,,Q,H,N,Y,4.0,4,3.0,Y,Y,,,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
97,268707365,23,27.4,1331.54,1442.79,-111.25,Negative,-4.84,1.19,OH,45305,S,H,,A,G,3,3,2286,1263,1995,4,2010,K,6683,3400.0,18000.0,M,1962,M,A,C,7,6,,P,H,N,Y,3.0,3,,,,,Y,,,,Y,93152.0,118763.0,48075.0,0.14
98,268796294,28,35.9,1744.53,1853.79,-109.26,Negative,-3.9,1.28,OH,45305,S,H,,A,G,3,3,1378,910,1994,3,2005,I,1844,2600.0,11000.0,M,1959,S,A,C,15,9,,O,G,N,Y,6.0,4,3.0,Y,Y,,,,,,Y,93152.0,118763.0,48075.0,0.14
99,159876896,23,47.2,2295.44,2390.8,-95.36,Negative,-4.15,2.05,OH,45305,S,H,,A,G,3,3,2286,1263,1993,6,2002,O,2166,3800.0,23000.0,F,1959,M,Z,C,15,2,,R,I,N,Y,,2,3.0,Y,Y,Y,Y,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
100,160446248,23,23.0,1120.41,1215.73,-95.32,Negative,-4.14,1.0,OH,45305,S,H,,A,G,3,3,2286,1263,1998,4,1998,M,7595,3200.0,18000.0,M,1951,M,B,B,15,8,,S,I,N,Y,3.0,5,2.0,Y,Y,Y,Y,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
101,157772033,24,48.0,2334.15,2429.37,-95.22,Negative,-3.97,2.0,OH,45305,S,H,,,E,4,4,2286,1263,1979,6,2005,O,261,,,M,1991,S,Z,,12,6,,S,I,N,Y,2.0,4,3.0,Y,Y,Y,Y,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
102,268470632,28,34.8,1692.47,1780.72,-88.25,Negative,-3.15,1.24,OH,45305,S,H,,A,G,4,4,2286,1263,1947,1,1979,I,389,1700.0,37000.0,M,1951,M,Z,,15,6,,O,H,N,Y,2.0,4,2.0,Y,Y,,Y,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
103,372541076,23,19.0,925.43,1010.39,-84.96,Negative,-3.69,0.83,OH,45305,S,H,,A,G,0,0,2262,1263,1994,4,1996,M,452,3000.0,102000.0,F,1955,M,Z,,15,2,,Q,I,N,,,2,1.0,Y,Y,,Y,Y,Y,Y,,93152.0,118763.0,48075.0,0.14
104,157755729,27,30.8,1499.17,1579.28,-80.11,Negative,-2.97,1.14,OH,45305,S,H,,A,G,3,3,1490,910,1987,0,0,I,4101,,,F,1959,M,D,B,15,5,,P,I,N,Y,1.0,4,2.0,Y,Y,Y,Y,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
105,354833714,28,16.5,801.59,875.37,-73.78,Negative,-2.63,0.59,OH,45305,S,H,,A,G,3,3,1378,910,1997,3,2000,G,1844,1300.0,10000.0,F,1964,S,D,B,15,4,Y,N,F,N,Y,2.0,2,3.0,Y,Y,,,,,,,93152.0,118763.0,48075.0,0.14
106,268437841,23,19.6,954.57,1003.25,-48.68,Negative,-2.12,0.85,OH,45305,S,H,,A,G,0,0,2286,1263,2007,6,2007,M,389,2300.0,18000.0,M,1956,M,E,,10,3,,R,H,N,Y,,3,1.0,Y,Y,,,Y,Y,,Y,93152.0,118763.0,48075.0,0.14
107,354833699,28,23.5,1144.86,1187.42,-42.56,Negative,-1.52,0.84,OH,45305,S,H,,A,G,4,4,1378,910,1979,3,1995,J,196,1900.0,123000.0,M,1955,M,E,B,15,3,,O,H,N,Y,,3,2.0,Y,Y,,Y,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
108,268705926,28,42.5,2065.6,2106.45,-40.85,Negative,-1.46,1.52,OH,45305,S,H,,A,G,4,4,2286,1263,1999,5,2007,M,2659,2900.0,147000.0,M,1948,M,A,A,10,8,,R,I,N,Y,5.0,3,3.0,Y,Y,Y,Y,Y,Y,,Y,93152.0,118763.0,48075.0,0.14
109,158401301,23,26.6,1295.67,1324.76,-29.09,Negative,-1.26,1.16,OH,45305,S,H,,,E,4,4,2286,1263,1995,4,2001,J,261,2000.0,43000.0,F,1959,M,Z,,15,2,,O,H,N,Y,,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
110,354833217,28,14.6,707.51,711.69,-4.18,Negative,-0.15,0.52,OH,45305,S,H,Y,,O,4,4,2286,1263,1954,1,1994,L,1303,,,F,1929,M,H,B,15,2,,C,I,N,N,0.0,2,2.0,Y,Y,,Y,,Y,Y,Y,93152.0,118763.0,48075.0,0.14
111,354833798,28,20.5,998.65,953.59,45.06,Positive,1.61,0.73,OH,45305,S,H,,A,G,3,3,1378,910,1986,0,2013,H,1844,1800.0,16000.0,F,1937,S,H,A,15,1,,O,I,N,,,1,1.0,Y,Y,Y,Y,Y,Y,,Y,93152.0,118763.0,48075.0,0.14
112,372541266,22,38.9,1889.16,1823.75,65.41,Positive,2.97,1.77,OH,45305,S,H,,A,O,4,4,1378,910,1956,4,2002,L,470,2200.0,130000.0,F,1965,M,A,B,15,7,,R,H,N,Y,5.0,2,2.0,Y,,,Y,Y,Y,Y,,93152.0,118763.0,48075.0,0.14
113,159416322,37,29.9,1780.9,1457.05,323.85,Positive,8.75,0.81,OH,45305,S,H,,A,G,3,3,1490,910,1968,3,2007,H,4393,2800.0,21000.0,M,1956,M,E,A,10,4,,O,G,N,Y,1.0,3,3.0,Y,Y,,,Y,Y,,,93152.0,118763.0,48075.0,0.14
114,158630021,37,27.2,1592.63,1266.9,325.73,Positive,8.8,0.74,OH,45305,S,H,,A,G,3,3,1490,910,1966,2,1993,H,2977,2500.0,24000.0,M,1957,M,D,B,15,7,,O,G,N,Y,3.0,4,1.0,Y,Y,Y,,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
115,160720246,37,79.4,4714.82,3772.07,942.75,Positive,25.48,2.15,OH,45305,S,H,,A,O,4,4,2922,1263,1951,0,2004,H,230,2400.0,74000.0,F,1960,S,Z,,13,1,,R,H,N,,,1,1.0,Y,Y,Y,Y,Y,Y,Y,Y,93152.0,118763.0,48075.0,0.14
116,123864368,38,42.5,2074.06,2437.35,-363.29,Negative,-9.56,1.12,OH,43119,S,H,,,G,0,0,1354,944,1992,0,1999,H,11050,1400.0,7000.0,M,1962,M,E,B,15,1,,M,G,N,N,0.0,1,2.0,Y,Y,Y,Y,Y,Y,,Y,69699.0,83887.0,31606.0,0.031
117,118642804,32,14.9,881.51,845.38,36.13,Positive,1.13,0.47,OH,43119,S,H,,,G,0,0,1268,444,1996,3,2009,G,9299,1500.0,5000.0,M,1969,S,E,A,8,1,,O,D,N,,,1,1.0,,,,Y,Y,Y,Y,,69699.0,83887.0,31606.0,0.031
118,121072020,26,8.0,511.26,409.03,102.23,Positive,3.93,0.31,OH,43119,S,H,,,G,0,0,1437,851,2002,2,2010,E,6580,900.0,1000.0,M,1960,S,E,A,7,1,,N,G,N,,,1,,,Y,,,,,,Y,69699.0,83887.0,31606.0,0.031
119,118556950,21,12.1,747.57,631.91,115.66,Positive,5.51,0.58,OH,43119,S,H,,,G,0,0,1992,851,2000,2,2004,F,12525,1200.0,6000.0,M,1955,M,D,B,13,5,,O,E,N,Y,3.0,2,3.0,Y,Y,,,Y,Y,Y,Y,69699.0,83887.0,31606.0,0.031
120,119931193,24,17.4,1078.29,908.31,169.98,Positive,7.08,0.73,OH,43119,S,H,,,G,0,0,1268,444,1994,2,1997,G,9970,1500.0,5000.0,F,1971,M,D,A,15,6,,N,B,N,Y,4.0,2,2.0,Y,Y,,,Y,Y,Y,Y,69699.0,83887.0,31606.0,0.031
121,125929621,38,30.5,1866.43,1639.35,227.08,Positive,5.98,0.8,OH,43119,S,H,,,G,0,0,924,599,1973,2,2015,D,3294,900.0,7000.0,F,1985,S,C,A,12,6,,L,B,N,Y,4.0,2,2.0,Y,,Y,,Y,Y,Y,Y,69699.0,83887.0,31606.0,0.031
122,142611057,29,30.6,1556.27,1902.05,-345.78,Negative,-11.92,1.06,OH,43302,S,H,,A,,0,0,653,348,1920,0,1995,C,7599,2600.0,4000.0,M,1968,M,B,B,15,4,,N,D,N,Y,2.0,2,3.0,Y,Y,Y,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
123,141571184,16,14.3,726.95,1034.89,-307.94,Negative,-19.25,0.89,OH,43302,S,H,,A,,0,0,705,333,1928,2,2005,E,13255,3400.0,6000.0,F,1951,S,E,A,13,3,,M,B,N,,,3,1.0,Y,Y,Y,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
124,142710791,28,38.0,1933.17,2198.94,-265.77,Negative,-9.49,1.36,OH,43302,S,H,Y,A,,0,0,1305,767,1969,2,1994,H,4817,2300.0,13000.0,M,1963,M,Y,C,15,7,,N,F,N,Y,3.0,4,3.0,Y,Y,Y,,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
125,143213415,28,20.5,1040.66,1292.59,-251.93,Negative,-9.0,0.73,OH,43302,S,H,,A,,0,0,761,348,1971,0,0,D,8513,1400.0,87000.0,F,1958,M,B,A,15,3,,N,D,N,Y,,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
126,143009800,28,43.0,2185.39,2433.41,-248.02,Negative,-8.86,1.54,OH,43302,S,H,,A,,0,0,794,550,1918,0,0,D,10460,2700.0,6000.0,F,1943,S,E,A,11,1,,I,F,N,,,1,1.0,Y,Y,Y,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
127,152439105,28,53.1,2701.78,2929.09,-227.31,Negative,-8.12,1.9,OH,43302,S,H,,A,,0,0,1417,767,1955,3,1994,I,4053,5900.0,14000.0,M,1952,S,Z,,15,2,,M,H,N,Y,1.0,1,2.0,Y,Y,,,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
128,140845376,28,38.3,1946.07,2164.99,-218.92,Negative,-7.82,1.37,OH,43302,S,H,,A,,0,0,504,383,1960,0,1996,C,4975,,,M,1946,M,B,A,15,3,,H,B,N,N,0.0,3,2.0,Y,,,,,,,,44943.0,61235.0,23508.0,0.025
129,143693624,20,18.9,963.3,1178.89,-215.59,Negative,-10.78,0.95,OH,43302,S,H,,A,,0,0,653,348,1931,0,0,D,6464,2200.0,5000.0,M,1945,M,Z,A,15,2,,N,G,N,N,0.0,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
130,143655192,29,26.9,1368.32,1582.81,-214.49,Negative,-7.4,0.93,OH,43302,S,H,,,,0,0,590,383,1968,0,0,C,3258,1600.0,6000.0,F,1948,M,A,B,15,2,,C,F,N,N,0.0,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
131,143742308,28,33.2,1688.05,1898.94,-210.89,Negative,-7.53,1.19,OH,43302,S,H,Y,A,,0,0,1417,767,1964,0,0,F,6272,2000.0,16000.0,M,1951,M,A,,13,4,,N,F,N,Y,1.0,3,2.0,Y,Y,Y,,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
132,144124040,28,35.5,1805.69,2004.28,-198.59,Negative,-7.09,1.27,OH,43302,S,H,,A,,0,0,655,447,1915,1,2001,D,6322,2000.0,8000.0,F,1950,M,E,A,15,2,,H,B,N,N,0.0,2,1.0,Y,Y,,Y,Y,Y,Y,,44943.0,61235.0,23508.0,0.025
133,143655537,24,7.7,389.98,577.46,-187.48,Negative,-7.81,0.32,OH,43302,S,H,,A,,0,0,590,383,1962,0,1993,C,6975,1800.0,5000.0,F,1935,S,Z,A,15,1,Y,C,B,N,,,1,3.0,Y,,Y,Y,,Y,Y,Y,44943.0,61235.0,23508.0,0.025
134,140972649,17,19.0,965.23,1144.54,-179.31,Negative,-10.55,1.12,OH,43302,S,H,,A,,0,0,1139,767,1956,2,2007,D,3907,2500.0,9000.0,M,1967,M,Z,,10,3,,N,F,N,Y,,3,,,Y,Y,Y,,,,Y,44943.0,61235.0,23508.0,0.025
135,143954503,27,17.5,889.99,1052.21,-162.22,Negative,-6.01,0.65,OH,43302,S,H,,A,,0,0,550,220,1900,1,1999,C,6583,2200.0,10000.0,F,1973,M,Z,A,15,7,,K,B,N,Y,5.0,2,2.0,Y,Y,,,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
136,141719156,28,35.5,1804.66,1963.92,-159.26,Negative,-5.69,1.27,OH,43302,S,H,,A,,0,0,794,550,1900,1,1992,D,6538,1900.0,4000.0,M,1963,M,Z,,15,6,,K,G,N,Y,2.0,4,3.0,Y,Y,,,,Y,Y,,44943.0,61235.0,23508.0,0.025
137,143799442,28,21.3,1085.09,1244.19,-159.1,Negative,-5.68,0.76,OH,43302,S,H,,,,0,0,625,357,1925,1,2007,C,4487,1900.0,4000.0,M,0,,Z,,10,8,,I,E,N,Y,6.0,2,2.0,Y,,,Y,,Y,Y,Y,44943.0,61235.0,23508.0,0.025
138,142693957,27,33.8,1717.31,1865.88,-148.57,Negative,-5.5,1.25,OH,43302,S,H,Y,A,,0,0,504,383,1964,1,2002,C,4536,1500.0,6000.0,M,1976,M,D,A,15,6,,N,D,N,Y,2.0,4,3.0,Y,Y,,Y,Y,Y,Y,,44943.0,61235.0,23508.0,0.025
139,144147456,28,28.5,1449.94,1597.63,-147.69,Negative,-5.27,1.02,OH,43302,S,H,,A,,0,0,655,447,1920,1,1996,D,6322,3400.0,8000.0,M,1958,M,E,A,15,9,,L,C,N,Y,5.0,4,3.0,Y,Y,Y,Y,Y,Y,,,44943.0,61235.0,23508.0,0.025
140,151543940,28,42.0,2133.92,2273.72,-139.8,Negative,-4.99,1.5,OH,43302,S,H,,A,,0,0,1139,550,1926,0,0,H,6611,5300.0,25000.0,M,1945,M,A,B,13,2,,N,H,N,,,2,1.0,Y,Y,,Y,Y,Y,Y,,44943.0,61235.0,23508.0,0.025
141,142841430,28,19.5,993.91,1131.24,-137.33,Negative,-4.9,0.7,OH,43302,S,H,,A,,0,0,864,447,1954,1,1989,D,27363,,,M,1943,M,Z,,15,1,,M,G,N,,,1,1.0,Y,Y,,,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
142,142878758,27,24.9,1266.91,1392.91,-126.0,Negative,-4.67,0.92,OH,43302,S,H,,A,,0,0,504,383,1957,0,0,C,3540,1300.0,11000.0,F,1965,M,G,,15,8,,F,B,N,Y,6.0,2,2.0,Y,Y,Y,,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
143,141964355,28,24.5,1244.41,1368.63,-124.22,Negative,-4.44,0.88,OH,43302,S,H,,A,,0,0,536,266,1902,0,0,C,6527,1700.0,8000.0,F,1949,M,L,B,15,1,,H,F,N,N,0.0,1,2.0,Y,Y,,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
144,142746504,28,22.0,1119.99,1243.67,-123.68,Negative,-4.42,0.79,OH,43302,S,H,,A,,0,0,1305,767,1995,4,1997,J,4516,3300.0,16000.0,M,1952,S,A,B,15,2,Y,O,H,N,Y,1.0,1,2.0,Y,Y,Y,,Y,Y,Y,,44943.0,61235.0,23508.0,0.025
145,151265429,28,15.7,800.79,923.11,-122.32,Negative,-4.37,0.56,OH,43302,S,H,,,,0,0,794,550,1900,0,0,D,7519,2500.0,6000.0,F,1966,M,Z,A,15,3,,J,E,N,Y,1.0,2,3.0,Y,,,,Y,Y,,,44943.0,61235.0,23508.0,0.025
146,143864592,28,22.0,1118.52,1238.97,-120.45,Negative,-4.3,0.79,OH,43302,S,H,,A,,0,0,979,699,1957,3,2003,G,2546,3400.0,25000.0,M,1958,M,E,,14,2,,O,I,N,,,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
147,143000658,29,27.5,1396.68,1514.25,-117.57,Negative,-4.05,0.95,OH,43302,S,H,,A,,0,0,1139,767,1919,0,0,D,8966,2500.0,5000.0,F,1955,M,A,A,15,3,,M,E,N,N,0.0,3,1.0,Y,Y,Y,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
148,143788148,28,21.5,1094.52,1206.77,-112.25,Negative,-4.01,0.77,OH,43302,S,H,,,,0,0,536,266,1900,0,2001,C,7593,3200.0,6000.0,M,1942,M,H,A,15,2,,F,G,N,Y,,2,3.0,Y,Y,,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
149,143853331,28,31.0,1575.17,1685.1,-109.93,Negative,-3.93,1.11,OH,43302,S,H,,,,0,0,655,447,1910,0,1994,D,3224,2600.0,5000.0,M,1969,M,E,A,15,6,,N,G,N,Y,3.0,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
150,141820533,28,13.1,665.04,771.04,-106.0,Negative,-3.79,0.47,OH,43302,S,H,,A,,0,0,625,550,1922,1,1994,D,9396,2600.0,4000.0,M,1966,S,E,B,15,1,Y,J,B,N,N,0.0,1,2.0,Y,,,,Y,Y,,Y,44943.0,61235.0,23508.0,0.025
151,151090505,28,24.8,1263.39,1368.43,-105.04,Negative,-3.75,0.89,OH,43302,S,H,,A,,0,0,648,370,1959,1,1997,C,7952,800.0,8000.0,F,1949,M,D,B,15,3,,M,B,N,N,0.0,3,3.0,,Y,,,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
152,143753589,28,27.9,1419.71,1522.29,-102.58,Negative,-3.66,1.0,OH,43302,S,H,,A,,0,0,536,266,1910,0,1996,C,7593,2800.0,6000.0,M,1975,S,E,A,15,2,,B,B,N,Y,,2,2.0,Y,Y,,,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
153,142047507,28,15.8,804.91,903.98,-99.07,Negative,-3.54,0.56,OH,43302,S,H,,,,0,0,557,348,1963,0,0,C,5517,800.0,6000.0,M,1966,M,Z,A,15,6,,J,A,N,Y,4.0,2,3.0,Y,Y,Y,,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
154,142881543,29,26.0,1323.7,1417.91,-94.21,Negative,-3.25,0.9,OH,43302,S,H,,,,0,0,625,357,1900,0,0,C,3968,1400.0,5000.0,M,1936,M,Z,B,15,4,,E,D,N,Y,2.0,2,2.0,Y,,,,,,,,44943.0,61235.0,23508.0,0.025
155,142152295,28,17.4,883.17,970.95,-87.78,Negative,-3.13,0.62,OH,43302,S,H,,,,0,0,590,383,1963,1,2005,C,12602,1000.0,7000.0,M,1960,M,Z,A,13,8,,N,B,N,Y,4.0,4,3.0,Y,Y,Y,Y,,Y,Y,Y,44943.0,61235.0,23508.0,0.025
156,142615414,28,26.6,1353.28,1438.09,-84.81,Negative,-3.03,0.95,OH,43302,S,H,,,,0,0,864,447,1900,2,1998,D,9482,3600.0,6000.0,M,1953,M,Z,,15,2,,N,F,N,N,0.0,2,1.0,Y,Y,,,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
157,354777185,28,21.5,1095.59,1179.39,-83.8,Negative,-2.99,0.77,OH,43302,S,H,,A,,0,0,794,550,1920,1,1991,D,9743,2100.0,7000.0,M,1961,M,E,A,15,7,,N,D,N,Y,5.0,2,1.0,Y,Y,Y,,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
158,143037220,28,13.7,696.09,774.27,-78.18,Negative,-2.79,0.49,OH,43302,S,H,,A,,0,0,647,370,1973,1,2008,C,6663,900.0,6000.0,M,1953,S,E,A,9,1,,G,E,N,,,1,1.0,,,,,,,,,44943.0,61235.0,23508.0,0.025
159,153420596,17,22.9,1162.69,1239.8,-77.11,Negative,-4.54,1.35,OH,43302,S,H,,A,,0,0,1110,746,2004,3,2006,H,57,3500.0,86000.0,M,0,,Z,,11,5,,J,G,N,Y,3.0,2,,,Y,,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
160,151200514,19,15.2,735.14,805.72,-70.58,Negative,-3.71,0.8,OH,43302,S,H,,A,,0,0,647,370,1970,0,0,D,6663,900.0,6000.0,M,1946,S,E,A,15,1,,F,G,N,,,1,1.0,Y,Y,Y,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
161,141004920,28,13.1,666.2,735.28,-69.08,Negative,-2.47,0.47,OH,43302,S,H,,,,0,0,633,333,1890,0,0,C,7654,1700.0,7000.0,M,1950,M,D,A,15,2,,K,F,N,,,2,1.0,Y,,,,,,Y,Y,44943.0,61235.0,23508.0,0.025
162,142636055,21,20.5,1044.83,1112.18,-67.35,Negative,-3.21,0.98,OH,43302,S,H,,,,0,0,653,348,1920,1,2005,D,2733,1600.0,17000.0,M,1981,M,E,A,12,4,,G,A,N,Y,2.0,2,1.0,Y,Y,Y,Y,,,Y,Y,44943.0,61235.0,23508.0,0.025
163,143808368,28,42.9,2183.03,2250.04,-67.01,Negative,-2.39,1.53,OH,43302,S,H,,A,,0,0,1305,767,1973,3,2007,F,5595,1500.0,12000.0,F,1957,M,A,B,11,5,Y,O,G,N,Y,2.0,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
164,141906037,20,18.2,923.91,990.7,-66.79,Negative,-3.34,0.91,OH,43302,S,H,,A,,0,0,647,370,1961,0,0,C,2294,1300.0,7000.0,M,1945,M,E,A,15,2,,G,F,N,,,2,2.0,Y,Y,,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
165,339752054,28,26.1,1328.03,1390.27,-62.24,Negative,-2.22,0.93,OH,43302,S,H,,A,,0,0,641,370,1965,2,2017,D,8420,2200.0,9000.0,F,0,S,Z,,1,1,,E,A,N,,,1,2.0,Y,,Y,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
166,143753366,28,21.8,1109.03,1169.13,-60.1,Negative,-2.15,0.78,OH,43302,S,H,,A,,0,0,641,370,1969,0,0,D,9305,1500.0,6000.0,M,1948,M,E,A,15,2,,K,E,N,N,0.0,2,1.0,Y,Y,Y,,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
167,143814753,28,23.6,1200.27,1259.75,-59.48,Negative,-2.12,0.84,OH,43302,S,H,Y,,,0,0,641,370,1999,1,1999,D,8399,1200.0,6000.0,F,1972,M,A,A,15,4,Y,J,E,N,Y,3.0,1,2.0,Y,Y,,,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
168,142898744,17,11.9,607.57,666.39,-58.82,Negative,-3.46,0.7,OH,43302,S,H,,,,0,0,653,348,1920,1,2000,C,8899,1700.0,4000.0,F,0,M,Z,,15,3,,N,E,N,Y,1.0,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
169,141821265,22,17.2,875.29,932.11,-56.82,Negative,-2.58,0.78,OH,43302,S,H,,A,,0,0,1139,767,1957,1,1989,E,5268,2300.0,13000.0,M,1949,M,A,A,15,3,,M,H,N,N,0.0,3,2.0,Y,,Y,,Y,Y,,,44943.0,61235.0,23508.0,0.025
170,339834889,23,12.0,611.85,667.97,-56.12,Negative,-2.44,0.52,OH,43302,S,H,,A,,0,0,648,370,1956,1,2009,C,7952,800.0,7000.0,F,1955,S,Z,,8,2,Y,H,A,N,Y,1.0,1,2.0,,,Y,,Y,Y,,Y,44943.0,61235.0,23508.0,0.025
171,140940885,23,16.6,845.7,901.42,-55.72,Negative,-2.42,0.72,OH,43302,S,H,,,,0,0,633,333,1926,0,0,C,10084,,,,1957,M,Z,A,15,4,,C,B,N,Y,1.0,3,3.0,Y,Y,Y,,Y,Y,Y,Y,44943.0,61235.0,23508.0,0.025
