,CDSID,Invoice_count,Total_MWh,Revenue,Cost,Total_margin,Margin,Margin_per_invoice,MWh_per_invoice,State,Zip,dwelling_type,homeowner_probability_model,home_swimming_pool,home_air_conditioning,home_heating_system,home_sewer,home_water,census_median_home_value,census_median_hh_income,Home_Year_Built,Home_Purchase_Price_Code,Home_Purchase_Year,Home_Est_Current_Value_Code,density,property_home_square_footage,property_land_square_footage,gender,dob_yr,marital_status,occupation_group,education_of_person,length_of_residence_code,number_of_persons_in_unit,single_parent,estimated_income_code,household_net_worth,Secondary_Address_Present,presence_of_children,number_of_children,number_of_adults,consumer_electronics,computer_owner,cooking_enthusiast,Pets_Multi,gardening,home_decor_enthusiast,home_improvement_grouping,outdoor_enthusiast,Travel_Grouping,medIncome,avgIncome,percapIncome,highIncomePct
0,269763737,52,69.2,3710.73,4934.44,-1223.71,Negative,-23.53,1.33,OH,45102,S,H,Y,A,G,3,3,1089,699,1931,4,2005,H,3873,2400.0,56000.0,M,1976,M,E,A,12,8,,N,D,N,Y,5.0,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,64030.0,77557.0,30770.0,0.028
1,271713840,26,12.7,680.75,789.77,-109.02,Negative,-4.19,0.49,OH,45102,S,H,,A,G,3,3,1041,699,1940,2,2004,D,3980,1100.0,12000.0,M,1965,S,D,,13,2,,N,E,N,N,0.0,2,2.0,Y,Y,,,,Y,Y,,64030.0,77557.0,30770.0,0.028
2,274166818,26,26.4,1412.53,1502.97,-90.44,Negative,-3.48,1.02,OH,45102,S,H,,A,,3,3,1361,699,2000,4,2005,H,3137,2300.0,29000.0,F,1976,M,Z,B,12,9,,P,G,N,Y,8.0,2,2.0,Y,Y,,,Y,Y,,Y,64030.0,77557.0,30770.0,0.028
3,269551170,26,29.0,1556.07,1639.24,-83.17,Negative,-3.2,1.12,OH,45102,S,H,Y,A,G,3,3,1361,699,1990,0,2010,I,8365,2400.0,10000.0,M,1949,M,Z,A,7,4,,N,G,N,Y,1.0,3,3.0,Y,Y,Y,Y,Y,Y,,Y,64030.0,77557.0,30770.0,0.028
4,273127520,26,27.6,1477.62,1539.07,-61.45,Negative,-2.36,1.06,OH,45102,S,H,,A,,3,3,1120,699,2002,3,2010,H,875,2300.0,27000.0,F,1974,M,D,,7,6,,Q,G,N,Y,3.0,3,,,,,,,,,,64030.0,77557.0,30770.0,0.028
5,275091537,26,22.5,1205.15,1250.14,-44.99,Negative,-1.73,0.87,OH,45102,S,H,,A,G,3,3,1089,699,1947,1,2016,F,1398,1900.0,19000.0,M,1957,M,Y,C,11,8,,O,D,N,Y,4.0,4,3.0,Y,Y,,Y,Y,Y,Y,Y,64030.0,77557.0,30770.0,0.028
6,271649045,26,10.9,582.88,614.21,-31.33,Negative,-1.2,0.42,OH,45102,S,H,,A,,3,3,1169,436,1998,3,2004,G,3289,1900.0,11000.0,F,1973,M,D,B,14,7,,Q,F,N,Y,5.0,2,2.0,Y,Y,Y,,Y,Y,Y,Y,64030.0,77557.0,30770.0,0.028
7,270816578,26,15.4,825.39,850.06,-24.67,Negative,-0.95,0.59,OH,45102,S,H,,A,G,3,3,1361,699,1996,3,2005,G,5297,1700.0,12000.0,M,1945,M,D,B,12,2,,O,G,N,N,0.0,2,1.0,Y,Y,Y,Y,,,,Y,64030.0,77557.0,30770.0,0.028
8,358708617,26,14.7,787.5,811.92,-24.42,Negative,-0.94,0.57,OH,45102,S,H,,A,G,3,3,1361,699,1995,0,2010,G,5929,1700.0,10000.0,F,1941,S,W,,7,1,,L,G,N,N,0.0,1,2.0,Y,Y,Y,,Y,Y,,Y,64030.0,77557.0,30770.0,0.028
9,271745606,26,12.7,680.94,695.53,-14.59,Negative,-0.56,0.49,OH,45102,S,H,,A,G,3,3,1361,699,1992,3,2001,H,5208,2200.0,24000.0,F,1949,S,D,A,15,1,,L,H,N,,,1,2.0,Y,Y,,Y,Y,Y,Y,Y,64030.0,77557.0,30770.0,0.028
10,274948720,26,20.0,1071.11,1084.27,-13.16,Negative,-0.51,0.77,OH,45102,S,H,,A,,3,3,1169,436,1998,3,1998,G,3839,2200.0,18000.0,M,1955,M,D,B,15,3,,Q,G,N,Y,1.0,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,64030.0,77557.0,30770.0,0.028
11,272139017,26,34.6,1856.19,1868.53,-12.34,Negative,-0.47,1.33,OH,45102,S,H,,A,G,3,3,1361,699,1994,3,2008,G,5208,1600.0,10000.0,F,1980,M,E,A,9,5,,O,H,N,Y,3.0,2,3.0,Y,,,,Y,Y,,,64030.0,77557.0,30770.0,0.028
12,273093954,26,26.3,1410.09,1412.76,-2.67,Negative,-0.1,1.01,OH,45102,S,H,,A,,3,3,1120,699,2001,4,2002,H,875,2800.0,21000.0,F,1967,M,Z,C,15,6,,O,G,N,Y,3.0,3,3.0,Y,Y,,,Y,Y,,Y,64030.0,77557.0,30770.0,0.028
13,270893073,26,25.7,1379.13,1370.64,8.49,Positive,0.33,0.99,OH,45102,S,H,,A,,3,3,1089,699,2002,4,2002,I,4737,2600.0,10000.0,F,1975,S,Z,,15,1,,O,G,N,N,0.0,1,1.0,Y,Y,,Y,Y,Y,Y,Y,64030.0,77557.0,30770.0,0.028
14,274807104,26,29.6,1583.92,1519.2,64.72,Positive,2.49,1.14,OH,45102,S,H,,,G,4,3,1120,699,1940,0,2001,F,875,1500.0,608000.0,M,1951,M,Z,,15,3,,N,H,N,Y,,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,64030.0,77557.0,30770.0,0.028
15,271157622,26,31.9,1709.95,1586.9,123.05,Positive,4.73,1.23,OH,45102,S,H,,A,,0,0,1361,699,1997,3,1998,I,6309,2200.0,18000.0,F,1972,M,A,C,15,8,,P,G,N,Y,6.0,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,64030.0,77557.0,30770.0,0.028
16,358709029,26,44.9,2404.38,2280.05,124.33,Positive,4.78,1.73,OH,45102,S,H,,A,G,3,3,1361,699,1993,0,2006,H,5008,,,F,1963,S,Z,,11,3,,O,H,N,Y,2.0,1,2.0,Y,Y,Y,Y,Y,Y,Y,Y,64030.0,77557.0,30770.0,0.028
17,271140647,26,41.7,2236.01,2073.67,162.34,Positive,6.24,1.6,OH,45102,S,H,,A,G,4,3,1104,700,1953,0,0,E,275,1000.0,14000.0,F,1953,M,E,B,13,2,,N,G,N,,,2,2.0,,,,,,,Y,Y,64030.0,77557.0,30770.0,0.028
18,274170962,26,59.4,3185.96,2979.27,206.69,Positive,7.95,2.28,OH,45102,S,H,,A,G,3,3,1361,699,1984,3,2010,G,3222,2500.0,19000.0,F,1972,M,B,B,7,5,,O,G,N,Y,3.0,2,2.0,,,Y,Y,,,,Y,64030.0,77557.0,30770.0,0.028
19,270047320,29,28.2,1546.42,1322.39,224.03,Positive,7.73,0.97,OH,45102,S,H,,A,G,4,3,1375,811,1989,1,1987,G,2190,,,M,1956,,Z,,2,4,,N,G,N,Y,1.0,3,3.0,Y,Y,,Y,Y,Y,Y,Y,64030.0,77557.0,30770.0,0.028
20,271942691,26,40.5,2170.99,1874.04,296.95,Positive,11.42,1.56,OH,45102,S,H,,,G,3,3,1104,700,1959,0,0,F,275,1200.0,19000.0,F,1958,M,E,B,15,5,,L,G,N,Y,2.0,3,2.0,Y,Y,,,Y,Y,Y,Y,64030.0,77557.0,30770.0,0.028
21,108107543,37,13.3,810.02,1377.82,-567.8,Negative,-15.35,0.36,OH,44820,S,H,,A,G,0,0,646,387,1929,0,0,C,4462,2900.0,5000.0,F,1960,M,Y,B,12,2,,M,D,N,Y,,2,1.0,Y,Y,Y,,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
22,120022642,38,26.8,1493.76,1557.41,-63.65,Negative,-1.67,0.71,OH,44820,S,H,,A,G,0,0,748,451,1937,2,1986,H,4784,6800.0,25000.0,M,1938,M,W,C,15,2,,K,G,N,Y,,2,3.0,Y,Y,,Y,Y,Y,,Y,47060.0,60821.0,26716.0,0.014
23,106973337,38,26.9,1495.57,1553.62,-58.05,Negative,-1.53,0.71,OH,44820,S,H,Y,A,G,0,0,592,387,1900,0,2000,C,4317,1600.0,5000.0,M,1968,M,E,A,15,8,,A,A,N,Y,4.0,4,3.0,Y,Y,Y,Y,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
24,117542969,30,19.7,1113.51,1139.27,-25.76,Negative,-0.86,0.66,OH,44820,S,H,,,G,0,0,1043,580,1923,1,1994,D,6741,3100.0,4000.0,F,1961,M,A,C,15,7,,N,D,N,Y,3.0,4,1.0,Y,Y,,Y,Y,Y,,Y,47060.0,60821.0,26716.0,0.014
25,126186361,37,27.0,1432.56,1442.34,-9.78,Negative,-0.26,0.73,OH,44820,S,H,,A,G,0,0,681,451,1961,2,2002,E,3532,2700.0,7000.0,M,1972,M,Z,A,15,9,,O,F,N,Y,7.0,2,,,,Y,,,,,Y,47060.0,60821.0,26716.0,0.014
26,123806482,38,15.7,874.49,880.47,-5.98,Negative,-0.16,0.41,OH,44820,S,H,,A,G,0,0,690,468,1971,2,2005,D,7917,1800.0,6000.0,F,1973,,Z,,2,3,,H,E,N,Y,1.0,2,1.0,Y,,,,,,,,47060.0,60821.0,26716.0,0.014
27,119637384,38,17.0,948.64,951.52,-2.88,Negative,-0.08,0.45,OH,44820,S,H,,A,G,0,0,761,451,1920,0,0,C,6473,2100.0,10000.0,F,1958,S,E,A,15,4,,I,D,N,Y,1.0,3,3.0,Y,Y,Y,,Y,Y,,Y,47060.0,60821.0,26716.0,0.014
28,117981475,38,27.9,1548.56,1532.26,16.3,Positive,0.43,0.73,OH,44820,S,H,Y,A,G,0,0,690,468,1962,0,2003,D,7783,1700.0,8000.0,M,1932,M,H,A,14,2,,I,G,N,,,2,2.0,Y,Y,,Y,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
29,118834548,38,24.4,1355.69,1306.96,48.73,Positive,1.28,0.64,OH,44820,S,H,,,G,0,0,748,451,1900,0,0,E,8942,3300.0,6000.0,F,1934,S,H,B,15,1,,C,F,N,,,1,2.0,Y,Y,,,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
30,106076212,36,11.5,646.07,594.17,51.9,Positive,1.44,0.32,OH,44820,S,H,,A,G,0,0,690,468,1963,2,2008,D,10436,1700.0,1000.0,F,1958,S,Z,A,9,2,,M,F,N,Y,,2,2.0,Y,Y,,,Y,Y,Y,,47060.0,60821.0,26716.0,0.014
31,119952195,25,16.7,951.18,869.24,81.94,Positive,3.28,0.67,OH,44820,S,H,,A,G,0,0,688,451,1960,2,2010,E,5707,1900.0,16000.0,M,1981,S,Z,,7,2,,J,A,N,,,2,1.0,Y,,,,,,,,47060.0,60821.0,26716.0,0.014
32,107501394,38,12.3,704.95,607.22,97.73,Positive,2.57,0.32,OH,44820,S,H,,,G,0,0,581,387,1930,1,2005,C,3915,1100.0,10000.0,F,1940,M,Z,B,13,2,,B,B,N,,,2,2.0,,Y,,Y,,Y,,Y,47060.0,60821.0,26716.0,0.014
33,108009250,38,13.3,752.76,650.51,102.25,Positive,2.69,0.35,OH,44820,S,H,,,G,0,0,581,468,1900,0,0,B,5469,1700.0,3000.0,,0,,Z,,15,4,,J,E,N,Y,1.0,3,3.0,Y,,,,Y,Y,,Y,47060.0,60821.0,26716.0,0.014
34,106440712,38,22.9,1271.73,1146.76,124.97,Positive,3.29,0.6,OH,44820,S,H,Y,A,G,0,0,581,451,1920,1,1996,C,7434,1900.0,5000.0,F,1971,M,B,B,15,2,,J,B,N,Y,,2,3.0,Y,Y,Y,,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
35,109335094,38,19.5,1085.54,951.59,133.95,Positive,3.53,0.51,OH,44820,S,H,,A,,0,0,1214,580,1984,2,2010,E,1878,2000.0,12000.0,M,1952,S,Z,D,7,1,,L,H,N,,,1,1.0,Y,,,,,,Y,Y,47060.0,60821.0,26716.0,0.014
36,119961106,38,25.0,1389.8,1252.5,137.3,Positive,3.61,0.66,OH,44820,S,H,,A,,0,0,1089,468,2001,0,2009,E,5281,2700.0,12000.0,M,1951,M,E,A,9,2,,O,H,N,N,0.0,2,1.0,Y,Y,,,Y,Y,,Y,47060.0,60821.0,26716.0,0.014
37,125380645,36,17.4,965.96,823.09,142.87,Positive,3.97,0.48,OH,44820,S,H,,A,G,0,0,681,451,2001,1,2006,C,517,1400.0,11000.0,M,1950,S,E,A,11,1,Y,E,D,N,,,1,2.0,,,,,,,Y,Y,47060.0,60821.0,26716.0,0.014
38,122245265,36,28.2,1568.61,1423.64,144.97,Positive,4.03,0.78,OH,44820,S,H,,,G,0,0,681,451,1940,0,1992,C,5372,2100.0,10000.0,M,1954,M,E,A,15,9,,K,B,N,Y,5.0,4,2.0,Y,Y,,,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
39,119034151,38,35.6,1983.39,1836.31,147.08,Positive,3.87,0.94,OH,44820,S,H,,A,G,0,0,1214,580,2005,1,2005,K,612,4400.0,18000.0,F,1971,M,G,,12,4,,O,I,N,Y,1.0,3,2.0,Y,Y,Y,,Y,Y,,Y,47060.0,60821.0,26716.0,0.014
40,122175607,38,15.3,855.72,691.24,164.48,Positive,4.33,0.4,OH,44820,S,H,,A,G,0,0,748,451,1940,0,2003,E,6616,2500.0,7000.0,F,1954,M,D,A,14,2,Y,N,E,N,Y,,2,3.0,Y,Y,Y,Y,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
41,110260629,28,21.0,1148.21,976.27,171.94,Positive,6.14,0.75,OH,44820,S,H,,,G,0,0,690,468,1900,0,1994,C,3231,1200.0,7000.0,M,1953,M,E,A,15,4,,B,B,N,Y,1.0,3,1.0,Y,Y,Y,,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
42,121898137,38,16.0,976.71,786.05,190.66,Positive,5.02,0.42,OH,44820,S,H,,,G,0,0,581,468,1918,0,0,C,5043,1700.0,4000.0,M,1939,M,H,B,15,2,,B,B,N,,,2,1.0,Y,Y,,Y,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
43,117864342,38,15.2,931.95,719.44,212.51,Positive,5.59,0.4,OH,44820,S,H,,,G,0,0,688,451,1917,0,0,C,9595,1800.0,6000.0,M,1943,M,C,B,15,2,,E,G,N,,,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
44,121976691,38,23.1,1407.62,1151.22,256.4,Positive,6.75,0.61,OH,44820,S,H,,A,G,0,0,748,451,1910,2,2007,D,8377,2300.0,7000.0,F,1965,M,Z,A,10,4,,N,B,N,Y,1.0,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
45,121004915,37,21.7,1331.39,1068.54,262.85,Positive,7.1,0.59,OH,44820,S,H,,A,,0,0,821,615,1900,0,0,D,61,2000.0,188000.0,M,1935,M,G,B,15,2,,G,E,N,N,0.0,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
46,110269508,31,35.6,1995.52,1618.13,377.39,Positive,12.17,1.15,OH,44820,S,H,,,G,0,0,581,451,1920,1,1996,C,7434,1800.0,5000.0,M,1959,M,G,A,15,3,,K,B,N,Y,1.0,2,3.0,Y,Y,Y,Y,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
47,123080839,38,32.7,2005.83,1608.25,397.58,Positive,10.46,0.86,OH,44820,S,H,,A,G,0,0,688,451,1925,0,1999,D,15173,2100.0,5000.0,M,1942,M,H,B,15,2,,K,G,N,,,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
48,119708000,37,28.5,1766.05,1141.51,624.54,Positive,16.88,0.77,OH,44820,S,H,,,,0,0,1029,630,1872,0,0,Q,19,3500.0,4955000.0,F,1945,M,E,A,12,1,,M,H,N,,,1,1.0,Y,Y,Y,Y,Y,Y,Y,Y,47060.0,60821.0,26716.0,0.014
49,159668037,25,32.7,1641.44,2042.89,-401.45,Negative,-16.06,1.31,OH,45432,S,H,,A,G,3,3,1464,1060,1970,3,2006,H,3664,2200.0,20000.0,M,1973,M,E,D,11,9,,N,D,N,Y,6.0,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
50,157492777,23,23.9,1199.5,1362.58,-163.08,Negative,-7.09,1.04,OH,45432,S,H,,A,G,3,0,1166,882,1948,3,2005,F,4879,1300.0,11000.0,M,1921,M,G,A,12,7,,O,G,N,Y,5.0,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
51,158814821,25,19.4,973.61,1121.57,-147.96,Negative,-5.92,0.78,OH,45432,S,H,,A,G,3,3,1674,882,1960,3,2007,F,3820,1000.0,20000.0,F,1933,M,A,A,10,5,Y,L,G,N,Y,2.0,3,3.0,Y,,Y,,Y,Y,,Y,60414.0,76267.0,33265.0,0.043
52,159913233,25,42.7,2139.51,2277.1,-137.59,Negative,-5.5,1.71,OH,45432,S,H,,A,G,3,0,1074,882,1956,0,0,F,2963,1100.0,20000.0,M,1959,M,B,B,15,4,,R,G,N,Y,1.0,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
53,359817288,25,21.7,1090.53,1228.02,-137.49,Negative,-5.5,0.87,OH,45432,S,H,,A,G,3,3,1674,882,1992,4,1996,K,3820,3100.0,26000.0,F,1964,M,Y,C,15,6,,Q,H,N,Y,3.0,3,1.0,Y,Y,,,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
54,159674498,25,13.8,691.16,822.8,-131.64,Negative,-5.27,0.55,OH,45432,S,H,,E,E,3,3,1137,882,1955,2,2003,F,3408,,,M,1970,S,E,B,14,7,,O,G,N,Y,4.0,3,2.0,Y,,Y,,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
55,158370148,18,8.3,415.79,534.8,-119.01,Negative,-6.61,0.46,OH,45432,S,H,,A,G,3,3,1401,882,1995,0,2007,L,2292,2500.0,20000.0,M,1960,M,E,,10,5,,Q,I,N,Y,1.0,4,3.0,Y,Y,,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
56,161023079,25,23.0,1151.48,1245.09,-93.61,Negative,-3.74,0.92,OH,45432,S,H,,,G,4,3,1074,882,1954,2,2005,F,792,2000.0,38000.0,M,1969,S,Z,A,13,1,,N,F,N,,,1,2.0,Y,,,,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
57,158820217,25,21.9,1098.74,1181.79,-83.05,Negative,-3.32,0.88,OH,45432,S,H,,A,G,0,0,1464,1060,1972,3,2014,H,1507,1300.0,20000.0,M,1984,M,Z,,3,2,,Q,G,N,,,2,,Y,Y,,,Y,Y,Y,,60414.0,76267.0,33265.0,0.043
58,159672437,25,21.5,1076.92,1157.85,-80.93,Negative,-3.24,0.86,OH,45432,S,H,,A,G,3,3,1401,882,1995,0,2008,M,4274,4000.0,28000.0,M,1946,M,D,A,15,7,,O,H,N,Y,1.0,6,2.0,Y,,,,,,,,60414.0,76267.0,33265.0,0.043
59,158828436,25,37.2,1864.84,1923.02,-58.18,Negative,-2.33,1.49,OH,45432,S,H,,A,G,3,3,1401,882,1963,3,2007,F,3299,1600.0,22000.0,M,1980,S,D,B,10,9,,N,E,N,Y,6.0,4,3.0,Y,Y,Y,,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
60,159746327,25,24.3,1220.49,1278.11,-57.62,Negative,-2.3,0.97,OH,45432,S,H,,A,G,3,3,1137,882,1950,2,1993,F,2143,1500.0,24000.0,M,1930,M,H,B,15,5,Y,N,B,N,Y,1.0,4,3.0,Y,Y,Y,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
61,160536440,23,12.7,619.09,674.89,-55.8,Negative,-2.43,0.55,OH,45432,S,H,,A,G,3,3,1137,882,1950,2,2007,E,2143,1200.0,24000.0,F,1956,M,G,A,10,3,,N,D,N,Y,1.0,2,1.0,Y,Y,Y,Y,,Y,Y,Y,60414.0,76267.0,33265.0,0.043
62,372328776,19,12.1,605.07,660.19,-55.12,Negative,-2.9,0.64,OH,45432,S,H,,A,G,3,3,1166,882,1951,3,2017,G,4679,2700.0,18000.0,M,1973,M,E,A,11,7,,O,D,N,Y,5.0,2,1.0,Y,,,,Y,Y,Y,,60414.0,76267.0,33265.0,0.043
63,158746498,25,16.2,811.17,859.4,-48.23,Negative,-1.93,0.65,OH,45432,S,H,,A,G,3,3,1137,882,1955,1,1976,F,3295,1000.0,21000.0,M,1952,M,A,A,15,7,,N,G,N,Y,3.0,4,2.0,Y,Y,,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
64,268920184,25,17.4,874.92,919.49,-44.57,Negative,-1.78,0.7,OH,45432,S,H,,A,G,3,3,1674,882,1992,3,1996,J,5403,2400.0,16000.0,M,1965,M,Z,C,15,2,,O,I,N,,,2,2.0,Y,Y,Y,,,,Y,Y,60414.0,76267.0,33265.0,0.043
65,159844708,23,35.7,1792.43,1836.74,-44.31,Negative,-1.93,1.55,OH,45432,S,H,,A,G,3,3,1137,882,1954,2,1992,G,3295,1900.0,31000.0,M,1941,M,E,,15,7,,L,G,N,Y,4.0,3,3.0,Y,Y,Y,,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
66,159999097,25,14.3,718.07,758.85,-40.78,Negative,-1.63,0.57,OH,45432,S,H,,A,O,3,0,1166,882,1956,0,0,F,2495,1300.0,14000.0,F,1933,S,H,A,15,2,,J,F,N,N,0.0,2,2.0,Y,Y,,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
67,159860068,25,16.2,814.14,853.53,-39.39,Negative,-1.58,0.65,OH,45432,S,H,,A,G,3,3,1674,882,1991,3,1998,J,6074,2300.0,16000.0,M,1962,S,B,B,15,5,,P,I,N,Y,2.0,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
68,157497234,25,34.3,1718.84,1757.92,-39.08,Negative,-1.56,1.37,OH,45432,S,H,,A,O,3,0,1166,882,1952,2,1993,F,4879,1000.0,14000.0,M,1953,M,G,A,15,3,,N,F,N,Y,,3,2.0,Y,Y,Y,,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
69,158863728,25,19.1,960.32,997.05,-36.73,Negative,-1.47,0.76,OH,45432,S,H,,A,E,3,3,1674,882,1973,3,2000,H,2733,2200.0,18000.0,M,1961,M,E,C,15,4,,Q,H,N,Y,2.0,2,2.0,Y,Y,,Y,Y,Y,Y,,60414.0,76267.0,33265.0,0.043
70,157825319,25,26.2,1315.63,1351.54,-35.91,Negative,-1.44,1.05,OH,45432,S,H,,A,G,3,3,1074,882,1952,1,1978,F,3741,1600.0,20000.0,M,1948,M,Z,A,15,2,,O,H,N,N,0.0,2,1.0,Y,Y,,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
71,268990258,25,20.0,1001.19,1022.74,-21.55,Negative,-0.86,0.8,OH,45432,S,H,,A,O,3,3,1074,882,1954,2,2004,E,1445,1300.0,43000.0,M,1971,M,G,B,13,6,Y,N,E,N,Y,3.0,3,3.0,Y,,,,,,Y,Y,60414.0,76267.0,33265.0,0.043
72,359817268,25,26.9,1349.22,1368.8,-19.58,Negative,-0.78,1.08,OH,45432,S,H,,A,G,3,3,1674,882,1993,3,1993,K,5403,2100.0,19000.0,F,1958,M,Y,B,15,3,,R,I,N,Y,1.0,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
73,158404996,25,20.6,1034.29,1053.3,-19.01,Negative,-0.76,0.82,OH,45432,S,H,,A,G,3,3,1401,882,1993,4,1993,K,2292,2500.0,20000.0,M,1948,M,A,B,15,2,,O,I,N,,,2,2.0,Y,Y,,,Y,Y,,Y,60414.0,76267.0,33265.0,0.043
74,157631632,25,18.5,926.77,945.15,-18.38,Negative,-0.74,0.74,OH,45432,S,H,,A,G,3,3,1674,882,1972,0,2007,I,3206,2100.0,16000.0,M,1944,M,A,C,11,2,,O,I,N,N,0.0,2,1.0,Y,Y,,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
75,268968784,25,33.8,1693.86,1708.62,-14.76,Negative,-0.59,1.35,OH,45432,S,H,,A,O,3,0,1166,882,1945,2,1997,F,5212,1700.0,15000.0,M,1966,M,D,A,15,3,,O,D,N,Y,,3,1.0,Y,Y,Y,,,Y,Y,,60414.0,76267.0,33265.0,0.043
76,359817238,25,9.2,463.85,474.6,-10.75,Negative,-0.43,0.37,OH,45432,S,H,,A,G,3,3,1464,1060,1970,0,0,H,3175,,,F,1925,M,A,B,15,2,,N,I,N,N,0.0,2,2.0,Y,Y,,,Y,Y,,,60414.0,76267.0,33265.0,0.043
77,359815185,25,28.9,1446.98,1454.15,-7.17,Negative,-0.29,1.16,OH,45432,S,H,,A,E,3,3,1401,882,1989,4,1996,L,2642,3500.0,28000.0,M,1963,M,W,B,15,5,,R,H,N,Y,,5,2.0,Y,Y,,Y,Y,Y,,,60414.0,76267.0,33265.0,0.043
78,160510471,25,26.2,1312.98,1317.67,-4.69,Negative,-0.19,1.05,OH,45432,S,H,,A,G,3,3,1137,882,1989,3,2002,H,3180,2200.0,16000.0,F,1966,M,E,D,15,8,,N,G,N,Y,5.0,3,2.0,Y,,Y,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
79,158892816,25,52.5,2632.62,2634.14,-1.52,Negative,-0.06,2.1,OH,45432,S,H,Y,E,E,3,3,1464,1060,1969,3,1994,I,3037,2900.0,21000.0,M,1942,M,D,B,15,2,,O,G,N,Y,,2,3.0,Y,Y,Y,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
80,268579431,37,30.0,1641.74,1643.23,-1.49,Negative,-0.04,0.81,OH,45432,S,H,,A,G,3,3,1137,882,1949,2,1989,F,3295,1700.0,19000.0,M,1962,M,Z,,15,4,,O,F,N,Y,,4,3.0,Y,,,,,Y,Y,Y,60414.0,76267.0,33265.0,0.043
81,160007538,25,33.9,1699.42,1699.88,-0.46,Negative,-0.02,1.36,OH,45432,S,H,,A,G,3,4,1137,882,1953,0,2016,F,4593,2000.0,21000.0,M,1950,M,C,B,15,4,,N,G,N,N,0.0,4,3.0,Y,Y,Y,,Y,Y,Y,,60414.0,76267.0,33265.0,0.043
82,160855377,36,24.9,1268.91,1262.25,6.66,Positive,0.19,0.69,OH,45432,S,H,,A,G,3,3,1401,882,1997,1,1997,M,2292,3400.0,23000.0,F,1953,S,Y,A,15,5,,R,I,N,Y,2.0,3,2.0,Y,Y,,Y,Y,Y,,Y,60414.0,76267.0,33265.0,0.043
83,372545925,23,45.3,2273.43,2256.57,16.86,Positive,0.73,1.97,OH,45432,S,H,,A,E,3,4,1464,1060,1955,0,0,G,3565,2000.0,22000.0,M,1944,M,E,A,15,2,,L,H,N,N,0.0,2,1.0,Y,Y,,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
84,159855681,25,26.1,1310.87,1273.27,37.6,Positive,1.5,1.04,OH,45432,S,H,,A,G,3,3,1166,882,1953,2,1985,I,3893,2800.0,22000.0,M,1951,M,Z,A,15,3,,N,G,N,Y,1.0,2,2.0,Y,Y,,Y,Y,Y,Y,Y,60414.0,76267.0,33265.0,0.043
85,359818057,25,34.2,1716.39,1578.2,138.19,Positive,5.53,1.37,OH,45432,S,H,,E,E,3,3,1464,1060,1991,0,1999,K,1507,2500.0,20000.0,M,1940,M,Z,,15,2,,Q,I,N,,,2,1.0,Y,Y,,,Y,Y,,Y,60414.0,76267.0,33265.0,0.043
